,cid,pid,sex,gebjahr,immiyear,germborn,corigin,gebmonat,gebmoval,loc1989,migback,fsedu,msedu,freli,mreli,locchildh,bioyear,fnat,mnat,fprofstat,mprofstat,morigin,forigin,agefjob,ageinfo,nojob,stillfj,occfjob,fulltime,fjblue,fjselfe,fjwhite,fjcivs,scopelj,civilslj,nacelj,occljob,ljblue,ljselfe,ljsefsiz,ljwhite,ljcivs,inteduc1,inteduc3,inteduc2,inteduc4,bioage
17307,57967,684003,1,1988,-2,1,1,6,1,2,3,1,1,5,5,4,2005,1,1,220,10,2,2,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17308,57967,684004,2,1991,-2,1,1,7,7,-2,3,1,1,4,4,3,2008,1,1,220,10,2,2,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17344,10685,702604,1,1974,-2,1,1,6,4,2,3,6,1,1,1,1,2002,2,1,220,10,-2,-2,19.0,1.0,-2.0,2.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,6.0,-2.0,-2.0,-2.0,28
17367,33375,706304,2,1999,-2,1,1,1,7,-2,3,2,5,2,2,2,2016,1,2,530,521,19,1,,,,,,,,,,,,,,,,,,,,,,,,17
17393,41378,708502,2,1987,-2,1,1,1,3,2,3,3,1,1,1,2,2004,1,1,220,432,1,18,18.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17439,10464,712103,1,1988,-2,1,1,10,3,2,3,1,1,2,6,2,2005,1,1,522,12,1,2,18.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17454,1660,714802,1,1964,-2,1,1,11,4,2,3,4,2,-2,-2,1,1987,-8,-8,540,-5,-2,-2,21.0,1.0,-2.0,-2.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,23
17463,46531,730303,1,1987,-2,1,1,11,3,2,3,5,1,3,3,3,2004,2,2,220,220,4,4,20.0,16.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17464,46531,730304,2,1990,-2,1,1,6,7,-2,3,5,1,3,3,3,2007,2,2,220,210,4,4,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17465,46965,730402,1,1965,-2,1,1,-1,-1,2,3,-2,-2,-2,-2,2,1987,-8,-8,-1,-5,-2,-2,18.0,1.0,-2.0,-2.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,22
17473,54330,730706,1,1976,-2,1,1,7,4,2,3,-1,-1,-1,-1,3,2000,-2,-2,-1,-1,-2,-2,18.0,1.0,-2.0,-2.0,1.0,1.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,24
17486,58602,731703,1,1988,-2,1,1,1,3,2,3,1,1,5,5,1,2005,2,2,220,521,2,2,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17494,59625,731903,1,1986,-2,1,1,7,3,2,3,1,1,5,5,3,2003,2,2,12,12,2,2,20.0,16.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17497,49441,732503,1,1983,-2,1,1,7,4,2,3,6,-1,1,1,3,2000,2,2,521,210,5,5,17.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17499,50628,732603,1,1990,-2,1,1,3,7,-2,3,2,2,2,2,4,2007,1,1,630,10,5,1,18.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17501,57304,732903,1,1987,-2,1,1,6,3,2,3,1,1,5,5,1,2004,2,2,12,210,2,2,20.0,16.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17502,57304,732904,2,1991,-2,1,1,1,7,-2,3,1,1,4,4,1,2008,2,2,12,12,2,2,18.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17512,49441,733703,1,1987,-2,1,1,12,3,2,3,6,2,1,1,3,2004,2,1,230,220,1,5,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17514,57681,733803,2,1987,-2,1,1,6,3,2,3,5,5,6,5,2,2004,2,2,220,210,2,2,20.0,16.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17515,57681,733804,2,1993,-2,1,1,3,7,-2,3,5,5,4,4,3,2010,2,2,230,220,2,2,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17516,57681,733805,2,1993,-2,1,1,3,7,-2,3,5,5,4,4,3,2010,2,2,230,220,2,2,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17517,58807,734005,1,1990,-2,1,1,7,7,-2,3,1,6,4,6,1,2007,2,2,210,210,2,2,17.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17518,58807,734006,1,1991,-2,1,1,12,7,-2,3,1,6,4,6,1,2008,2,2,220,210,2,2,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17519,58807,734104,1,1986,-2,1,1,10,4,2,3,1,5,5,5,4,2003,1,1,210,10,2,2,21.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17521,52582,734303,2,1989,-2,1,1,11,7,2,3,3,1,3,3,3,2006,1,1,540,10,1,165,,,,,,,,,,,,,,,,,,,,,,,,17
17522,52582,734304,1,1993,-2,1,1,3,7,-2,3,3,1,3,3,3,2010,1,1,540,530,1,165,22.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17523,52582,734305,1,1998,-2,1,1,6,7,-2,3,3,1,3,3,4,2015,1,1,540,522,1,165,,,,,,,,,,,,,,,,,,,,,,,,17
17525,50237,734703,1,1986,-2,1,1,-1,-1,2,3,1,2,1,1,1,2003,2,1,230,10,1,5,-2.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17526,50237,734704,2,1989,-2,1,1,5,7,2,3,1,2,1,1,2,2006,2,1,220,10,1,5,17.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17529,14109,750402,1,1964,-2,1,1,-5,-5,2,3,1,1,-2,-2,1,1988,-8,1,-1,13,222,-2,17.0,1.0,-2.0,-2.0,1.0,1.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,24
17557,19224,753103,1,2000,-2,1,1,12,7,-2,3,4,1,3,3,4,2017,1,1,630,10,1,1,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17623,39055,761503,1,1990,-2,1,1,12,7,-2,3,1,2,6,6,3,2007,1,1,540,530,1,3,24.0,16.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17624,39055,761504,2,1993,-2,1,1,8,7,-2,3,1,2,6,6,2,2010,1,1,530,522,1,3,20.0,16.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17625,39055,761505,2,1961,-2,1,1,12,5,2,3,1,1,1,1,3,2007,1,1,421,10,31,1,19.0,1.0,-2.0,2.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,46
17645,46850,780203,1,1991,-2,1,1,7,7,-2,3,1,1,3,3,1,2008,2,2,220,210,4,4,20.0,16.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17646,46850,780204,2,1996,-2,1,1,10,7,-2,3,1,1,3,3,1,2013,2,2,230,12,4,4,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17647,45896,780302,2,1968,-2,1,1,1,4,2,3,-2,-2,-2,-2,4,1988,-8,-8,-1,-5,-2,-2,17.0,1.0,-2.0,-2.0,2.0,0.0,-2.0,40.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20
17649,49565,780602,2,1965,-2,1,1,-5,-5,2,3,-2,-2,-2,-2,2,1988,-8,-8,-1,-5,-2,-2,19.0,1.0,-2.0,-2.0,1.0,1.0,12.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,23
17655,49956,780808,1,1973,-2,1,1,-1,-1,2,3,6,5,-2,-2,3,1995,2,2,220,10,5,5,21.0,1.0,-2.0,-2.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,22
17659,51187,781004,1,1967,-2,1,1,-5,-5,2,3,5,5,-2,-2,4,1988,2,2,13,10,12,12,22.0,3.0,-2.0,-2.0,1.0,1.0,12.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,21
17660,51187,781005,1,1971,-2,1,1,7,4,2,3,5,5,-2,-2,4,1988,2,2,13,10,12,12,20.0,3.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17661,51187,781006,1,1958,-2,1,1,12,4,2,3,5,5,-2,-2,2,1990,2,2,13,10,12,12,16.0,1.0,-2.0,-2.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,32
17666,55883,781704,2,1990,-2,1,1,10,7,-2,3,2,2,4,4,2,2007,2,2,230,10,2,2,25.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17667,55883,781705,2,1992,-2,1,1,1,7,-2,3,2,2,4,4,2,2009,2,2,230,10,2,2,20.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17668,55883,781706,1,1993,-2,1,1,8,7,-2,3,2,2,4,4,2,2010,2,2,220,10,2,2,19.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17669,55883,781707,2,1997,-2,1,1,8,7,-2,3,2,2,4,4,2,2014,2,2,230,10,2,2,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17671,56260,781904,2,1987,-2,1,1,7,3,2,3,6,1,5,5,1,2004,2,2,220,521,2,1,20.0,16.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17672,56260,781905,1,1991,-2,1,1,9,7,-2,3,1,1,5,4,1,2008,2,2,230,220,2,1,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17678,56510,782106,2,1974,-2,1,1,7,4,2,3,5,6,6,6,-1,1991,2,2,220,10,2,2,22.0,8.0,-2.0,-2.0,1.0,1.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17679,56510,782107,2,1988,-2,1,1,6,4,2,3,1,6,5,5,1,2005,2,2,230,10,2,2,21.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17701,56545,785703,2,1988,-2,1,1,9,3,2,3,1,1,6,6,2,2005,2,2,210,210,2,2,20.0,16.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17706,58912,786403,1,1990,-2,1,1,1,7,-2,3,1,1,4,4,1,2007,1,1,230,10,2,2,19.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17707,58912,786404,1,1994,-2,1,1,1,7,-2,3,1,1,4,4,1,2011,1,1,240,10,2,2,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17766,35670,794403,2,1992,-2,1,1,3,7,-2,3,1,2,2,2,4,2009,1,1,12,10,1,-2,,,,,,,,,,,,,,,,,,,,,,,,17
17799,8524,796703,1,1991,-2,1,1,4,7,-2,3,2,2,2,2,4,2008,1,1,250,220,1,1,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17891,56251,810606,1,1990,-2,1,1,2,7,-2,3,1,1,4,4,1,2007,2,2,12,210,2,2,23.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17892,56251,810607,2,1992,-2,1,1,2,5,-2,3,1,1,4,4,1,2012,2,2,12,10,2,2,19.0,1.0,-2.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,20
17893,56251,810608,1,1991,-2,1,1,5,7,-2,3,4,1,4,4,1,2008,2,2,431,220,2,2,25.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17901,54321,811303,1,1990,-2,1,1,2,7,-2,3,5,2,1,6,2,2007,1,1,530,10,1,6,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17908,46833,812002,2,1968,-2,1,1,7,4,2,3,-2,-2,-2,-2,3,1989,-8,-8,-1,-5,-2,-2,18.0,1.0,-2.0,-2.0,1.0,1.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,21
17918,52710,813403,2,1998,-2,1,1,3,7,-2,3,2,2,2,1,4,2015,1,1,530,220,119,1,20.0,18.0,-2.0,-2.0,4.0,1.0,40.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17920,49409,814203,2,1992,-2,1,1,4,7,-2,3,5,1,1,1,3,2009,2,2,210,210,5,5,17.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17921,49409,814204,2,1994,-2,1,1,4,7,-2,3,5,1,1,1,3,2011,2,2,210,210,5,5,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17924,59498,814403,2,1991,-2,1,1,2,7,-2,3,1,1,4,4,2,2008,2,2,220,220,2,2,20.0,16.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17925,59498,814404,2,1994,-2,1,1,11,7,-2,3,1,1,4,4,2,2011,2,2,230,220,2,2,21.0,16.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
17953,9016,822402,1,1963,-2,1,1,12,4,2,3,1,1,-2,-2,3,1991,-8,-8,10,-5,-2,-2,28.0,3.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,28
17967,26751,823402,1,1970,-2,1,1,9,4,-1,3,-2,-2,-2,-2,3,1995,-8,-8,-1,-5,-2,-2,15.0,1.0,-2.0,-2.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,25
18009,31046,827504,1,1991,-2,1,1,3,7,-2,3,5,2,1,1,4,2008,2,1,220,550,1,3,17.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18090,23132,836005,1,1978,-2,1,1,-5,-5,2,3,1,1,-2,-2,4,1995,-8,-8,530,-5,-2,-2,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18092,7307,836506,1,1995,-2,1,1,5,7,-2,3,3,4,2,1,4,2012,1,2,540,421,22,1,,,,,,,,,,,,,,,,,,,,,,,,17
18099,57150,840403,2,1994,-2,1,1,4,5,-2,3,5,1,4,4,3,2012,2,2,230,210,2,2,18.0,3.0,-2.0,-2.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,18
18104,58262,840803,2,1989,-2,1,1,8,7,2,3,5,1,4,4,1,2006,2,2,220,10,2,2,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18113,58378,842603,2,1994,-2,1,1,11,7,-2,3,1,1,4,4,2,2011,2,2,210,220,2,2,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18114,58378,842604,1,1998,-2,1,1,7,7,-2,3,1,1,4,6,3,2015,2,2,210,210,2,2,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18120,50059,844003,2,1992,-2,1,1,2,7,-2,3,1,1,1,1,4,2009,2,2,220,522,1,5,17.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18123,55816,844203,1,1989,-2,1,1,11,7,2,3,1,1,4,4,1,2006,2,2,12,210,2,1,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18124,55816,844204,1,1993,-2,1,1,2,5,-2,3,1,1,4,4,1,2011,2,2,431,210,2,1,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,6.0,-2.0,-2.0,-2.0,18
18125,55816,844205,2,1997,-2,1,1,7,7,-2,3,1,1,4,4,1,2014,2,2,432,210,2,1,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18133,56510,845804,1,1993,-2,1,1,5,7,-2,3,1,6,4,4,1,2010,1,1,540,10,2,2,21.0,16.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18134,56510,845805,2,1995,-2,1,1,11,7,-2,3,1,6,4,4,1,2012,1,1,510,10,2,2,21.0,16.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18150,14109,851303,2,1977,-2,1,1,-5,-5,2,3,-1,5,-2,-2,3,1994,-8,1,-1,13,222,-2,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18185,16616,853602,1,1964,-2,1,1,2,4,2,3,-2,-2,-2,-2,4,1994,-8,-8,-1,-5,-2,-2,19.0,1.0,-2.0,-2.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,30
18234,29297,856304,1,1993,-2,1,1,4,7,-2,3,5,1,1,1,4,2010,2,1,522,521,1,119,20.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
