,cid,pid,sex,gebjahr,immiyear,germborn,corigin,gebmonat,gebmoval,loc1989,migback,fsedu,msedu,freli,mreli,locchildh,bioyear,fnat,mnat,fprofstat,mprofstat,morigin,forigin,agefjob,ageinfo,nojob,stillfj,occfjob,fulltime,fjblue,fjselfe,fjwhite,fjcivs,scopelj,civilslj,nacelj,occljob,ljblue,ljselfe,ljsefsiz,ljwhite,ljcivs,inteduc1,inteduc3,inteduc2,inteduc4,bioage
67314,2413968,24139602,2,1950,-2,1,1,11,5,2,3,1,1,1,2,3,2018,1,1,620,1,1,31,21.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,3.0,1.0,-1.0,3.0,-2.0,-2.0,-2.0,22.0,-2.0,-2.0,-2.0,-2.0,-2.0,68
67316,2414484,24144801,2,1958,-2,1,1,10,5,1,3,1,1,6,6,4,2018,1,1,630,210,22,22,16.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,60
67325,2415707,24157001,2,1968,-2,1,1,5,5,2,3,1,1,1,2,2,2018,2,1,220,240,1,5,18.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,50
67338,2419168,24191601,2,1997,-2,1,1,8,5,-2,3,0,0,4,4,3,2018,1,1,540,220,140,140,18.0,1.0,-2.0,-1.0,1.0,1.0,12.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,21
67353,2421740,24217401,2,1981,-2,1,1,12,5,2,3,1,-1,4,-1,2,2018,2,-2,1,-1,-2,2,20.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,37
67357,2422819,24228102,1,2000,-2,1,1,11,5,-2,3,2,2,4,-1,1,2018,2,1,220,-1,-2,2,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,18
67360,2422878,24228703,2,1991,-2,1,1,1,5,-2,3,5,-1,-1,-1,1,2018,1,1,-1,-1,-2,-2,17.0,1.0,-2.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,27
67361,2422878,24228704,2,1992,-2,1,1,12,5,-2,3,5,-1,-1,-1,1,2018,1,1,-1,-1,-2,-2,20.0,1.0,-2.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,26
67379,3000507,30005001,2,1983,-2,1,1,2,5,2,3,6,6,4,4,1,2011,2,1,1,10,2,2,17.0,1.0,-2.0,2.0,3.0,1.0,-2.0,-2.0,20.0,-2.0,1.0,2.0,52.0,3.0,-2.0,-2.0,-2.0,21.0,-2.0,-2.0,-2.0,-2.0,-2.0,28
67490,3001570,30015704,2,1987,-2,1,1,7,5,1,3,1,4,1,1,4,2018,1,1,10,530,22,22,20.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,31
67493,3001600,30016002,2,1983,-2,1,1,9,5,2,3,0,1,6,2,3,2011,1,1,10,434,32,1,20.0,1.0,-2.0,2.0,3.0,1.0,-2.0,-2.0,10.0,-2.0,2.0,2.0,85.0,3.0,-2.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,28
67663,3004847,30048401,2,1971,-2,1,1,3,5,2,3,1,1,2,2,2,2011,1,-1,220,521,-2,78,26.0,1.0,-2.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,3.0,2.0,74.0,3.0,-2.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,40
67664,3004847,30048402,2,1999,-2,1,1,12,7,-2,3,2,5,2,2,3,2016,1,1,-1,521,1,74,,,,,,,,,,,,,,,,,,,,,,,,17
67706,3006130,30061303,2,1994,-2,1,1,10,7,-2,3,5,5,2,3,2,2011,1,1,220,10,74,74,18.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
67725,3006262,30062602,1,1999,-2,1,1,9,7,-2,3,0,2,3,6,2,2016,1,1,-3,522,1,49,,,,,,,,,,,,,,,,,,,,,,,,17
67782,3007439,30074303,1,1991,-2,1,1,7,5,-2,3,5,5,1,1,3,2011,1,1,220,530,22,22,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,20
67859,3009415,30094103,1,1997,-2,1,1,3,7,-2,3,5,3,2,2,3,2014,2,1,510,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,17
67870,3009571,30095702,2,1996,-2,1,1,3,5,-2,3,5,4,4,2,1,2014,2,1,530,550,1,54,16.0,4.0,-2.0,-2.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,18
67880,3009750,30097501,1,1956,-2,1,1,8,5,1,3,1,1,2,2,4,2011,1,1,220,220,78,78,18.0,1.0,-2.0,2.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,55
67946,3010677,30106701,1,1989,-2,1,1,6,5,-1,3,0,0,2,2,4,2011,1,1,431,10,17,1,21.0,1.0,-2.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,22
67972,3011045,30110402,1,1979,-2,1,1,5,5,1,3,4,2,6,6,3,2013,1,1,540,540,1,1,25.0,1.0,-2.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,34
68086,3012963,30129603,1,2001,-2,1,1,10,7,-2,3,1,1,5,1,3,2018,2,1,530,521,1,1,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
68115,3013331,30133302,1,1978,-2,1,1,3,5,2,3,0,0,1,1,1,2013,2,2,240,521,122,122,23.0,1.0,-2.0,-1.0,2.0,1.0,-2.0,30.0,-2.0,-2.0,1.0,2.0,34.0,1.0,12.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,35
68152,3014060,30140603,2,1998,-2,1,1,7,5,-2,3,1,1,2,2,4,2016,1,1,220,210,74,74,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,18
68153,3014060,30140604,2,1999,-2,1,1,8,7,-2,3,1,1,2,2,3,2016,1,1,220,210,74,74,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
68189,3014249,30142402,2,1986,-2,1,1,2,5,2,3,1,4,6,1,4,2011,2,1,414,10,1,118,23.0,1.0,-2.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,25
68194,3014273,30142703,2,1989,-2,1,1,2,5,2,3,1,5,2,2,4,2012,2,2,240,220,6,6,20.0,1.0,-2.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,23
68195,3014273,30142704,2,1993,-2,1,1,1,5,-2,3,1,5,2,2,4,2012,2,2,240,220,6,6,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,19
68201,3014290,30142903,2,1993,-2,1,1,6,5,-2,3,2,5,4,4,4,2011,1,1,530,530,2,2,21.0,3.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,18
68204,3014311,30143103,1,1991,-2,1,1,6,5,-2,3,1,2,1,1,4,2011,1,1,530,10,118,11,19.0,1.0,-2.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3.0,-2.0,-2.0,-2.0,20
68231,3014761,30147601,1,1963,-2,1,1,6,5,2,3,1,1,1,2,1,2011,1,1,230,210,1,21,26.0,1.0,-2.0,2.0,1.0,1.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,48
68254,3015474,30154701,2,1973,-2,1,1,3,5,2,3,6,-1,4,-1,2,2011,2,-2,10,-1,-2,2,16.0,1.0,-2.0,2.0,3.0,1.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,38
68255,3015474,30154702,2,1974,-2,1,1,10,5,2,3,6,-1,4,-1,2,2011,2,-2,220,-1,-2,2,19.0,1.0,-2.0,2.0,3.0,0.0,-2.0,-2.0,20.0,-2.0,1.0,1.0,92.0,3.0,-2.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,37
68271,3015806,30158003,2,1999,-2,1,1,6,7,-2,3,2,6,4,4,2,2016,1,2,230,10,67,67,,,,,,,,,,,,,,,,,,,,,,,,17
68272,3015806,30158004,1,2001,-2,1,1,3,7,-2,3,2,6,4,4,2,2018,1,2,230,10,67,67,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
68306,3016756,30167501,1,1958,-2,1,1,3,5,2,3,1,6,1,1,1,2011,2,2,210,10,22,22,19.0,1.0,-2.0,2.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,53
68335,3017760,30177604,1,1991,-2,1,1,6,5,-2,3,5,5,1,1,2,2011,1,1,540,10,22,22,19.0,4.0,-2.0,-2.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,20
68340,3017787,30177801,1,1965,-2,1,1,11,5,2,3,1,1,6,1,3,2011,1,2,530,530,118,1,21.0,1.0,-2.0,2.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,46
68369,3017990,30179902,2,1984,-2,1,1,3,5,2,3,4,2,5,1,4,2011,2,1,220,220,1,18,20.0,1.0,-2.0,2.0,3.0,0.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,27
68371,3018040,30180401,2,1941,-2,1,1,5,5,2,3,1,6,1,1,1,2011,2,2,434,10,118,1,15.0,1.0,-2.0,2.0,3.0,1.0,-2.0,-2.0,20.0,-2.0,2.0,2.0,52.0,3.0,-2.0,-2.0,-2.0,21.0,-2.0,-2.0,-2.0,-2.0,-2.0,70
68378,3018341,30183401,1,1960,-2,1,1,2,5,2,3,1,1,6,2,3,2011,1,1,230,521,118,1,18.0,1.0,-2.0,2.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,51
68418,3018953,30189503,2,1988,-2,1,1,1,5,2,3,-1,5,-1,4,1,2011,-2,1,-1,530,24,-2,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,5.0,-2.0,-2.0,-2.0,23
68423,3018988,30189801,2,1958,-2,1,1,3,5,2,3,1,2,1,1,1,2011,1,1,431,1,1,3,17.0,1.0,-2.0,2.0,3.0,0.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,53
68453,3019380,30193803,1,1988,-2,1,1,10,5,2,3,1,5,1,1,4,2011,1,1,220,521,38,1,24.0,3.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,23
68454,3019380,30193804,2,1997,-2,1,1,3,7,-2,3,1,5,1,1,4,2014,1,1,230,521,38,1,,,,,,,,,,,,,,,,,,,,,,,,17
68455,3019380,30193805,2,1999,-2,1,1,5,7,-2,3,1,5,1,1,4,2016,1,1,220,521,38,1,,,,,,,,,,,,,,,,,,,,,,,,17
68480,3019992,30199901,2,1992,-2,1,1,8,5,-2,3,0,1,4,4,1,2011,2,2,230,521,2,2,20.0,3.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,19
68484,3020133,30201301,2,1963,-2,1,1,6,5,2,3,0,1,-1,1,1,2011,2,1,-1,521,1,11,20.0,1.0,-2.0,2.0,1.0,1.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,48
68524,3021229,30212203,1,1990,-2,1,1,6,5,-2,3,1,6,4,4,3,2011,2,2,510,10,2,2,19.0,1.0,-2.0,2.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,1.0,2.0,45.0,3.0,-2.0,-2.0,-2.0,22.0,-2.0,3.0,-2.0,-2.0,-2.0,21
68531,3021326,30213202,2,1988,-2,1,1,5,5,2,3,1,1,4,4,2,2012,1,1,522,210,2,2,19.0,1.0,-2.0,2.0,3.0,1.0,-2.0,-2.0,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,24
68539,3021385,30213801,2,1972,-2,1,1,3,5,2,3,1,2,1,1,2,2011,1,1,630,10,1,1,21.0,1.0,-2.0,2.0,3.0,0.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,5.0,-2.0,-2.0,-2.0,39
68541,3021385,30213803,1,1999,-2,1,1,7,7,-2,3,5,4,6,1,4,2016,2,2,540,540,1,14,,,,,,,,,,,,,,,,,,,,,,,,17
68545,3021407,30214003,1,1989,-2,1,1,12,5,2,3,-1,5,-1,1,4,2011,-2,1,-1,550,22,-2,18.0,1.0,-2.0,2.0,1.0,0.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,6.0,-2.0,-2.0,-2.0,22
68550,3021415,30214104,2,1993,-2,1,1,10,5,-2,3,1,1,1,2,4,2016,1,2,230,522,1,1,16.0,1.0,-2.0,-1.0,3.0,0.0,-2.0,-2.0,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,6.0,-2.0,1.0,-2.0,23
68556,3021458,30214503,1,1998,-2,1,1,12,7,-2,3,1,2,1,6,4,2015,1,1,-1,431,1,1,,,,,,,,,,,,,,,,,,,,,,,,17
68568,3021520,30215203,2,1984,-2,1,1,8,5,2,3,2,2,1,1,4,2011,2,1,540,10,1,6,26.0,4.0,-2.0,-2.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,27
68569,3021520,30215204,2,1994,-2,1,1,4,7,-2,3,2,2,1,1,4,2011,2,1,540,10,1,6,17.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
68597,3021725,30217203,1,1994,-2,1,1,12,7,-2,3,4,4,1,1,1,2011,1,1,540,530,1,31,,,,,,,,,,,,,,,,,,,,,,,,17
68655,3022705,30227003,1,1994,-2,1,1,3,7,-2,3,5,5,4,1,2,2011,2,2,12,521,120,120,,,,,,,,,,,,,,,,,,,,,,,,17
68656,3022705,30227004,2,1996,-2,1,1,3,7,-2,3,5,5,4,1,1,2013,2,2,12,521,120,120,,,,,,,,,,,,,,,,,,,,,,,,17
68665,3022802,30228003,1,1984,-2,1,1,-1,-1,2,3,-5,-5,-5,-5,-5,2018,-5,-5,-5,-5,-2,-2,-1.0,9.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,34
68666,3022829,30228201,2,1973,-2,1,1,12,5,2,3,0,1,6,6,1,2011,1,1,-1,220,22,22,24.0,1.0,-2.0,2.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,38
68681,3023507,30235002,1,1975,-2,1,1,6,5,2,3,0,0,5,5,1,2011,2,2,510,521,4,4,16.0,1.0,-2.0,2.0,3.0,1.0,-2.0,-2.0,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,36
68719,3024791,30247901,2,1968,-2,1,1,2,5,2,3,1,1,1,1,4,2011,1,1,220,220,1,118,19.0,5.0,-2.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,43
68723,3024805,30248002,2,1989,-2,1,1,12,5,2,3,4,2,1,2,1,2012,1,1,-1,522,1,1,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,23
68729,3024864,30248601,1,1980,-2,1,1,7,5,2,3,0,6,-1,5,1,2011,2,1,-1,521,83,83,18.0,1.0,-2.0,2.0,1.0,1.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,31
68734,3024880,30248802,2,1988,-2,1,1,10,5,2,3,4,4,6,6,4,2011,1,2,630,540,14,21,18.0,4.0,-2.0,-2.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,23
68747,3025283,30252803,2,1994,-2,1,1,12,7,-2,3,5,5,1,1,2,2011,2,2,10,12,22,22,20.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
68768,3025810,30258103,1,1989,-2,1,1,10,5,2,3,5,5,1,2,3,2011,2,2,13,10,25,25,19.0,1.0,-2.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,6.0,-2.0,-2.0,-2.0,22
68772,3025925,30259202,2,1980,-2,1,1,11,5,2,3,6,6,4,4,3,2011,2,2,210,10,67,67,20.0,1.0,-2.0,2.0,3.0,1.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,31
68774,3025976,30259701,1,1976,-2,1,1,7,5,2,3,1,-1,3,3,3,2011,2,2,230,-1,4,4,20.0,1.0,-2.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,35
68805,3026212,30262103,1,1992,-2,1,1,3,5,-2,3,3,6,4,4,2,2011,2,2,423,10,2,2,22.0,3.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,6.0,-2.0,-2.0,-2.0,19
68806,3026212,30262104,2,1997,-2,1,1,3,7,-2,3,3,6,4,4,2,2014,2,2,423,10,2,2,,,,,,,,,,,,,,,,,,,,,,,,17
68809,3026220,30262203,1,2000,-2,1,1,7,7,-2,3,5,5,4,4,2,2017,1,2,220,210,140,140,,,,,,,,,,,,,,,,,,,,,,,,17
68827,3026387,30263801,1,1974,-2,1,1,6,5,2,3,1,6,5,5,4,2011,2,2,1,220,121,121,24.0,1.0,-2.0,2.0,1.0,1.0,12.0,-2.0,-2.0,-2.0,1.0,2.0,52.0,3.0,-2.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,37
68870,3026956,30269504,1,1990,-2,1,1,8,5,-2,3,5,5,1,1,1,2011,1,1,12,530,22,22,16.0,1.0,-2.0,2.0,3.0,0.0,-2.0,-2.0,10.0,-2.0,3.0,2.0,52.0,3.0,-2.0,-2.0,-2.0,20.0,-2.0,6.0,-2.0,-2.0,-2.0,21
68895,3027952,30279501,1,1987,-2,1,1,11,5,2,3,4,2,4,6,1,2011,1,1,530,530,1,24,22.0,1.0,-2.0,2.0,3.0,0.0,-2.0,-2.0,10.0,-2.0,3.0,1.0,75.0,3.0,-2.0,-2.0,-2.0,20.0,-2.0,6.0,-2.0,-2.0,-2.0,24
68911,3028215,30282104,1,1995,-2,1,1,10,7,-2,3,5,5,1,1,2,2012,1,1,220,522,32,32,19.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
68961,3028762,30287601,2,1979,-2,1,1,7,5,2,3,1,4,1,1,2,2011,1,1,230,522,22,22,20.0,1.0,-2.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,32
68966,3028770,30287704,1,1993,-2,1,1,1,5,-2,3,2,-1,4,4,4,2011,1,1,250,210,120,120,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,18
68967,3028770,30287705,2,1996,-2,1,1,6,5,-2,3,1,-1,6,4,4,2014,1,1,230,220,120,165,20.0,3.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,18
68971,3028851,30288503,1,1987,-2,1,1,10,5,2,3,5,1,3,1,4,2011,1,1,432,432,1,121,25.0,3.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,24
69020,3029785,30297801,2,1987,-2,1,1,10,5,2,3,4,4,3,6,4,2011,1,1,540,630,1,148,20.0,4.0,-2.0,-2.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,24
69040,3030198,30301903,1,1993,-2,1,1,2,5,-2,3,5,5,3,3,1,2011,1,1,230,210,21,21,18.0,3.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,18
69056,3030406,30304001,1,1955,-2,1,1,10,5,2,3,0,0,6,2,3,2011,1,1,230,530,31,1,18.0,1.0,-2.0,2.0,3.0,1.0,-2.0,-2.0,10.0,-2.0,1.0,2.0,51.0,3.0,-2.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,56
69057,3030406,30304002,2,1961,-2,1,1,1,5,2,3,0,0,6,2,3,2011,1,1,230,530,31,1,18.0,1.0,-2.0,2.0,3.0,1.0,-2.0,-2.0,10.0,-2.0,1.0,2.0,15.0,3.0,-2.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,50
69078,3030686,30306803,1,1980,-2,1,1,8,5,2,3,6,5,3,3,3,2011,1,1,230,220,32,32,22.0,1.0,-2.0,2.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,1.0,2.0,74.0,1.0,12.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,31
69139,3031720,30317203,1,1996,-2,1,1,5,7,-2,3,5,5,1,1,2,2013,1,1,12,210,22,22,18.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
